Merchant,Booked Quarter,Quarter On Book,FICO Bucket,Line Item,Value
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Principal Payments,"($5,744,500)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),EoP Interest & Fees Balance,"$133,240"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Interest Revenue,"$108,940"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Interchange Revenue,"$84,460"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Fee Revenue,"$4,450"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Merchant Discount Rate,"$78,430"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Other Revenue,"$2,500"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Cost of Funds,"($103,500)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Charge Offs,"($12,480)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Recoveries / Debt Sale,"$1,410"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Payment Fees,"($9,670)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Rewards,"($121,345)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Rebates,"($12,880)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Royalties,"($44,667)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),3rd Party Fraud,"($3,100)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Servicing & Collections,"($6,910)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Acquisition Bounties,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Sign-On Bonus,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Marketing Expense,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Added Features,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Card Origination,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),CAC / New Account,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Program Support,"($4,950)"
Merchant 6,Q3 2025,Q2 2026,Exceptional (800-850),Other Credits,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),New Accounts,0
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Total Accounts,"5,781"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),In-Month Active Accounts,"3,799"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Net Transaction Volume,"$6,877,400"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),On-Merchant Volume,"$5,618,800"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Off-Merchant Volume,"$1,258,600"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Outstanding Balance,"$11,943,530"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Revolve Balance,"$4,256,500"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Principal Payments,"($6,151,100)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),EoP Interest & Fees Balance,"$327,730"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Interest Revenue,"$233,040"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Interchange Revenue,"$98,220"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Fee Revenue,"$9,320"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Merchant Discount Rate,"$85,630"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Other Revenue,"$3,240"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Cost of Funds,"($147,440)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Charge Offs,"($35,330)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Recoveries / Debt Sale,"$3,430"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Payment Fees,"($10,380)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Rewards,"($135,108)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Rebates,"($13,870)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Royalties,"($47,322)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),3rd Party Fraud,"($4,240)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Servicing & Collections,"($9,980)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Acquisition Bounties,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Sign-On Bonus,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Marketing Expense,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Added Features,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Card Origination,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),CAC / New Account,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Program Support,"($6,550)"
Merchant 6,Q3 2025,Q2 2026,Very Good (740-799),Other Credits,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),New Accounts,0
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Total Accounts,"5,337"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),In-Month Active Accounts,"3,234"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Net Transaction Volume,"$4,678,700"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),On-Merchant Volume,"$3,822,500"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Off-Merchant Volume,"$856,200"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Outstanding Balance,"$10,734,720"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Revolve Balance,"$4,707,600"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Principal Payments,"($3,995,500)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),EoP Interest & Fees Balance,"$493,120"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Interest Revenue,"$293,050"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Interchange Revenue,"$66,820"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Fee Revenue,"$14,210"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Merchant Discount Rate,"$57,010"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Other Revenue,"$2,570"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Cost of Funds,"($132,210)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Charge Offs,"($67,510)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Recoveries / Debt Sale,"$6,610"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Payment Fees,"($7,080)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Rewards,"($81,404)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Rebates,"($9,530)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Royalties,"($31,992)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),3rd Party Fraud,"($3,370)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Servicing & Collections,"($10,650)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Acquisition Bounties,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Sign-On Bonus,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Marketing Expense,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Added Features,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Card Origination,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),CAC / New Account,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Program Support,"($6,280)"
Merchant 6,Q3 2025,Q2 2026,Good (670-739),Other Credits,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),New Accounts,0
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Total Accounts,"3,613"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),In-Month Active Accounts,"1,933"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Net Transaction Volume,"$2,110,700"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),On-Merchant Volume,"$1,724,400"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Off-Merchant Volume,"$386,300"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Outstanding Balance,"$6,763,070"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Revolve Balance,"$3,738,200"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Principal Payments,"($1,747,400)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),EoP Interest & Fees Balance,"$519,370"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Interest Revenue,"$260,740"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Interchange Revenue,"$32,250"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Fee Revenue,"$14,210"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Merchant Discount Rate,"$25,820"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Other Revenue,"$1,610"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Cost of Funds,"($83,580)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Charge Offs,"($77,950)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Recoveries / Debt Sale,"$8,420"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Payment Fees,"($3,170)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Rewards,"($33,394)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Rebates,"($4,420)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Royalties,"($14,646)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),3rd Party Fraud,"($2,010)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Servicing & Collections,"($9,120)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Acquisition Bounties,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Sign-On Bonus,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Marketing Expense,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Added Features,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Card Origination,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),CAC / New Account,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Program Support,"($4,540)"
Merchant 6,Q3 2025,Q2 2026,Fair (580-669),Other Credits,"($5,300)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),New Accounts,0
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Total Accounts,"1,564"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),In-Month Active Accounts,735
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Net Transaction Volume,"$572,600"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),On-Merchant Volume,"$467,800"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Off-Merchant Volume,"$104,800"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Outstanding Balance,"$2,284,810"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Revolve Balance,"$1,459,800"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Principal Payments,"($429,600)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),EoP Interest & Fees Balance,"$239,310"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Interest Revenue,"$109,120"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Interchange Revenue,"$8,750"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Fee Revenue,"$8,280"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Merchant Discount Rate,"$7,090"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Other Revenue,$570
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Cost of Funds,"($28,080)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Charge Offs,"($44,680)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Recoveries / Debt Sale,"$4,330"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Payment Fees,($870)
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Rewards,"($7,871)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Rebates,"($1,100)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Royalties,"($3,872)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),3rd Party Fraud,($680)
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Servicing & Collections,"($4,970)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Acquisition Bounties,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Sign-On Bonus,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Marketing Expense,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Added Features,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),KYC/AML and Underwriting Costs,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Card Origination,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),CAC / New Account,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Partner Signing Bonus,-
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Program Support,"($1,850)"
Merchant 6,Q3 2025,Q2 2026,Poor (300-579),Other Credits,-
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),New Accounts,"5,629"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Total Accounts,"5,629"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),In-Month Active Accounts,"4,573"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Net Transaction Volume,"$11,533,900"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),On-Merchant Volume,"$9,803,800"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Off-Merchant Volume,"$1,730,100"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Outstanding Balance,"$11,128,290"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Revolve Balance,"$1,753,000"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Principal Payments,"($7,633,600)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),EoP Interest & Fees Balance,"$50,990"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Interest Revenue,"$82,830"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Interchange Revenue,"$150,520"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Fee Revenue,"$3,360"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Merchant Discount Rate,"$146,960"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Other Revenue,"$3,670"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Cost of Funds,"($116,700)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Charge Offs,-
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Recoveries / Debt Sale,-
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Payment Fees,"($17,050)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Rewards,"($227,439)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Rebates,"($24,130)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Royalties,"($80,052)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),3rd Party Fraud,"($5,580)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Servicing & Collections,"($10,950)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Acquisition Bounties,"($221,790)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Sign-On Bonus,"($152,060)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Marketing Expense,"($120,850)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Added Features,"($8,490)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),KYC/AML and Underwriting Costs,"($101,140)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Card Origination,"($43,990)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),CAC / New Account,($115)
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Partner Signing Bonus,-
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Program Support,"($6,360)"
Merchant 6,Q4 2025,Q4 2025,Exceptional (800-850),Other Credits,-
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),New Accounts,"7,612"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Total Accounts,"7,612"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),In-Month Active Accounts,"5,776"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Net Transaction Volume,"$12,261,900"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),On-Merchant Volume,"$10,422,600"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Off-Merchant Volume,"$1,839,300"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Outstanding Balance,"$13,537,750"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Revolve Balance,"$2,689,100"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Principal Payments,"($7,318,800)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),EoP Interest & Fees Balance,"$99,650"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Interest Revenue,"$147,230"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Interchange Revenue,"$172,280"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Fee Revenue,"$6,620"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Merchant Discount Rate,"$155,050"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Other Revenue,"$4,880"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Cost of Funds,"($140,460)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Charge Offs,-
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Recoveries / Debt Sale,-
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Payment Fees,"($17,870)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Rewards,"($241,514)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Rebates,"($24,050)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Royalties,"($86,413)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),3rd Party Fraud,"($7,270)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Servicing & Collections,"($15,440)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Acquisition Bounties,"($253,170)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Sign-On Bonus,"($188,170)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Marketing Expense,"($139,170)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Added Features,"($8,870)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),KYC/AML and Underwriting Costs,"($124,070)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Card Origination,"($61,550)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),CAC / New Account,($102)
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Partner Signing Bonus,-
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Program Support,"($9,410)"
Merchant 6,Q4 2025,Q4 2025,Very Good (740-799),Other Credits,-
Merchant 6,Q4 2025,Q4 2025,Good (670-739),New Accounts,"7,294"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Total Accounts,"7,294"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),In-Month Active Accounts,"5,015"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Net Transaction Volume,"$8,453,400"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),On-Merchant Volume,"$7,185,400"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Off-Merchant Volume,"$1,268,000"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Outstanding Balance,"$11,298,910"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Revolve Balance,"$2,999,800"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Principal Payments,"($4,516,000)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),EoP Interest & Fees Balance,"$140,410"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Interest Revenue,"$186,740"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Interchange Revenue,"$118,770"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Fee Revenue,"$10,470"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Merchant Discount Rate,"$108,820"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Other Revenue,"$4,360"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Cost of Funds,"($118,060)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Charge Offs,-
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Recoveries / Debt Sale,-
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Payment Fees,"($12,740)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Rewards,"($151,122)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Rebates,"($17,480)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Royalties,"($58,798)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),3rd Party Fraud,"($5,890)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Servicing & Collections,"($16,430)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Acquisition Bounties,"($190,060)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Sign-On Bonus,"($141,270)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Marketing Expense,"($114,170)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Added Features,"($7,020)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),KYC/AML and Underwriting Costs,"($106,740)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Card Origination,"($50,830)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),CAC / New Account,($84)
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Partner Signing Bonus,-
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Program Support,"($9,250)"
Merchant 6,Q4 2025,Q4 2025,Good (670-739),Other Credits,-
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),New Accounts,"4,931"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Total Accounts,"4,931"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),In-Month Active Accounts,"3,123"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Net Transaction Volume,"$4,009,100"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),On-Merchant Volume,"$3,407,700"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Off-Merchant Volume,"$601,400"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Outstanding Balance,"$6,692,210"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Revolve Balance,"$2,426,100"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Principal Payments,"($1,875,000)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),EoP Interest & Fees Balance,"$139,910"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Interest Revenue,"$169,220"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Interchange Revenue,"$60,340"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Fee Revenue,"$10,790"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Merchant Discount Rate,"$50,430"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Other Revenue,"$2,430"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Cost of Funds,"($70,830)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Charge Offs,-
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Recoveries / Debt Sale,-
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Payment Fees,"($5,860)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Rewards,"($65,773)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Rebates,"($7,660)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Royalties,"($28,025)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),3rd Party Fraud,"($3,460)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Servicing & Collections,"($14,880)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Acquisition Bounties,"($96,810)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Sign-On Bonus,"($80,340)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Marketing Expense,"($57,130)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Added Features,"($4,130)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),KYC/AML and Underwriting Costs,"($70,300)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Card Origination,"($34,450)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),CAC / New Account,($70)
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Partner Signing Bonus,-
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Program Support,"($5,580)"
Merchant 6,Q4 2025,Q4 2025,Fair (580-669),Other Credits,-
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),New Accounts,"2,267"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Total Accounts,"2,267"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),In-Month Active Accounts,"1,293"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Net Transaction Volume,"$1,176,900"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),On-Merchant Volume,"$1,000,400"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Off-Merchant Volume,"$176,500"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Outstanding Balance,"$2,343,850"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Revolve Balance,"$988,100"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Principal Payments,"($486,600)"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),EoP Interest & Fees Balance,"$66,650"
Merchant 6,Q4 2025,Q4 2025,Poor (300-579),Interest Revenue,"$73,860"
