Merchant,Grain FICO,QSB,Line Item,Driver Basis,rate
Merchant 2,Fair (580-669),10,Payment Fees,Net Transaction Volume,-0.0014913311783720247
Merchant 2,Fair (580-669),11,Payment Fees,Net Transaction Volume,-0.0014754098360655738
Merchant 2,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.0015074693186933432
Merchant 2,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.0014992593300520859
Merchant 2,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.001507218754467051
Merchant 2,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.0015023172969505
Merchant 2,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.0014880871843442108
Merchant 2,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0015003273609177172
Merchant 2,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.00151691250938961
Merchant 2,Good (670-739),7,Payment Fees,Net Transaction Volume,-0.0014795595372839412
Merchant 2,Good (670-739),8,Payment Fees,Net Transaction Volume,-0.0014921196893558702
Merchant 2,Good (670-739),9,Payment Fees,Net Transaction Volume,-0.0014887349072652586
Merchant 2,Good (670-739),10,Payment Fees,Net Transaction Volume,-0.0015063826293970366
Merchant 2,Good (670-739),11,Payment Fees,Net Transaction Volume,-0.0014714621239989812
Merchant 2,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.0015002984678649598
Merchant 2,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.0015027212741021401
Merchant 2,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.0014938995995156933
Merchant 2,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0015030213127985865
Merchant 2,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.0014857755261106782
Merchant 2,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.001486008562387541
Merchant 2,Poor (300-579),6,Payment Fees,Net Transaction Volume,-0.0015021213163628024
Merchant 2,Poor (300-579),7,Payment Fees,Net Transaction Volume,-0.0015009560229445507
Merchant 2,Poor (300-579),8,Payment Fees,Net Transaction Volume,-0.0014748910252582552
Merchant 2,Poor (300-579),9,Payment Fees,Net Transaction Volume,-0.0015300829875518672
Merchant 2,Poor (300-579),10,Payment Fees,Net Transaction Volume,-0.0015178571428571428
Merchant 2,Poor (300-579),11,Payment Fees,Net Transaction Volume,-0.001529815797689666
Merchant 2,Very Good (740-799),0,Payment Fees,Net Transaction Volume,-0.0014957538241162328
Merchant 2,Very Good (740-799),1,Payment Fees,Net Transaction Volume,-0.001500082389774252
Merchant 2,Very Good (740-799),2,Payment Fees,Net Transaction Volume,-0.00149800186191234
Merchant 2,Very Good (740-799),3,Payment Fees,Net Transaction Volume,-0.001508625933766455
Merchant 2,Very Good (740-799),4,Payment Fees,Net Transaction Volume,-0.001503134521596075
Merchant 2,Very Good (740-799),5,Payment Fees,Net Transaction Volume,-0.0015141513204050762
Merchant 2,Very Good (740-799),6,Payment Fees,Net Transaction Volume,-0.001494721090697481
Merchant 2,Very Good (740-799),7,Payment Fees,Net Transaction Volume,-0.001503258177881077
Merchant 2,Very Good (740-799),8,Payment Fees,Net Transaction Volume,-0.00151106225092758
Merchant 2,Very Good (740-799),9,Payment Fees,Net Transaction Volume,-0.001483941884916842
Merchant 2,Very Good (740-799),10,Payment Fees,Net Transaction Volume,-0.0014792220144970317
Merchant 2,Very Good (740-799),11,Payment Fees,Net Transaction Volume,-0.001484830723715426
Merchant 3,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.0015064281144885367
Merchant 3,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.0015040745427726235
Merchant 3,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0015102931184513238
Merchant 3,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.0014896159400634846
Merchant 3,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.0014908236226428687
Merchant 3,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.001492320174579638
Merchant 3,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.0015104138708465296
Merchant 3,Exceptional (800-850),7,Payment Fees,Net Transaction Volume,-0.0014946893848622083
Merchant 3,Exceptional (800-850),8,Payment Fees,Net Transaction Volume,-0.0014741012643477247
Merchant 3,Exceptional (800-850),9,Payment Fees,Net Transaction Volume,-0.0014824478178368122
Merchant 3,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.001499707412737826
Merchant 3,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.0014972712620059758
Merchant 3,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.0014888773045948274
Merchant 3,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.0015013609791140784
Merchant 3,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.0015087438564407361
Merchant 3,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0014963650622072445
Merchant 3,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0014995764265574227
Merchant 3,Fair (580-669),7,Payment Fees,Net Transaction Volume,-0.0014797852483306713
Merchant 3,Fair (580-669),8,Payment Fees,Net Transaction Volume,-0.0014995027159360416
Merchant 3,Fair (580-669),9,Payment Fees,Net Transaction Volume,-0.001523523839595832
Merchant 3,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.0015028613429936472
Merchant 3,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.0014892951940958003
Merchant 3,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.0015084320391314083
Merchant 3,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.001503925808745628
Merchant 3,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.0015115906420254247
Merchant 3,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0015122778997803954
Merchant 3,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.0014936323739263887
Merchant 3,Good (670-739),7,Payment Fees,Net Transaction Volume,-0.0014966398868172402
Merchant 3,Good (670-739),8,Payment Fees,Net Transaction Volume,-0.00150990300758008
Merchant 3,Good (670-739),9,Payment Fees,Net Transaction Volume,-0.0014617913877114448
Merchant 3,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.0015071800382377158
Merchant 3,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.001517507097471948
Merchant 3,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.001495677888989991
Merchant 3,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0015008086766244886
Merchant 3,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.0015058906900522633
Merchant 3,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.0015067048365225253
Merchant 3,Poor (300-579),6,Payment Fees,Net Transaction Volume,-0.001521559253470626
Merchant 3,Poor (300-579),7,Payment Fees,Net Transaction Volume,-0.0015210216673841297
Merchant 3,Poor (300-579),8,Payment Fees,Net Transaction Volume,-0.0014615609470914938
Merchant 3,Poor (300-579),9,Payment Fees,Net Transaction Volume,-0.0015116942384483742
Merchant 3,Very Good (740-799),0,Payment Fees,Net Transaction Volume,-0.0015041029867243676
Merchant 3,Very Good (740-799),1,Payment Fees,Net Transaction Volume,-0.0014906412411499557
Merchant 3,Very Good (740-799),2,Payment Fees,Net Transaction Volume,-0.001518872667099558
Merchant 3,Very Good (740-799),3,Payment Fees,Net Transaction Volume,-0.0015054620843632884
Merchant 3,Very Good (740-799),4,Payment Fees,Net Transaction Volume,-0.00150311001941286
Merchant 3,Very Good (740-799),5,Payment Fees,Net Transaction Volume,-0.001522267520117753
Merchant 3,Very Good (740-799),6,Payment Fees,Net Transaction Volume,-0.0015077929854059187
Merchant 3,Very Good (740-799),7,Payment Fees,Net Transaction Volume,-0.0014992451414159926
Merchant 3,Very Good (740-799),8,Payment Fees,Net Transaction Volume,-0.001502795301841309
Merchant 3,Very Good (740-799),9,Payment Fees,Net Transaction Volume,-0.0015095640186110633
Merchant 4,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.0015020868517182117
Merchant 4,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.001499294277498287
Merchant 4,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0015179292361046765
Merchant 4,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.0014766633310240422
Merchant 4,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.001513479426139051
Merchant 4,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.001493195074530136
Merchant 4,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.0015222790598220307
Merchant 4,Exceptional (800-850),7,Payment Fees,Net Transaction Volume,-0.0015109303160305604
Merchant 4,Exceptional (800-850),8,Payment Fees,Net Transaction Volume,-0.001456541085731237
Merchant 4,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.0014859280228744238
Merchant 4,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.0015116323743595297
Merchant 4,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.001500451173450239
Merchant 4,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.0015216071409550388
Merchant 4,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.0015164346422152496
Merchant 4,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0014889994324441625
Merchant 4,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0014766516444529676
Merchant 4,Fair (580-669),7,Payment Fees,Net Transaction Volume,-0.0014822965887759726
Merchant 4,Fair (580-669),8,Payment Fees,Net Transaction Volume,-0.001541969392487247
Merchant 4,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.0015078994206862428
Merchant 4,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.00149083239360147
Merchant 4,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.001484465151686706
Merchant 4,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.0015012098878679086
Merchant 4,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.0014763914439274248
Merchant 4,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0015041335890956355
Merchant 4,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.00149910826754468
Merchant 4,Good (670-739),7,Payment Fees,Net Transaction Volume,-0.0014849541014186835
Merchant 4,Good (670-739),8,Payment Fees,Net Transaction Volume,-0.0015319929327041353
Merchant 4,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.001505597735169219
Merchant 4,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.001502394358785455
Merchant 4,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.0015195617452569673
Merchant 4,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0015004145350130426
Merchant 4,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.00150343846336258
Merchant 4,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.0015002651196157324
Merchant 4,Poor (300-579),6,Payment Fees,Net Transaction Volume,-0.0015046344403341785
Merchant 4,Poor (300-579),7,Payment Fees,Net Transaction Volume,-0.0015083467502754004
Merchant 4,Poor (300-579),8,Payment Fees,Net Transaction Volume,-0.0014701330857319714
Merchant 4,Very Good (740-799),0,Payment Fees,Net Transaction Volume,-0.0015058295221356203
Merchant 4,Very Good (740-799),1,Payment Fees,Net Transaction Volume,-0.0014936943368378177
Merchant 4,Very Good (740-799),2,Payment Fees,Net Transaction Volume,-0.001490574749563367
Merchant 4,Very Good (740-799),3,Payment Fees,Net Transaction Volume,-0.0014842829891349423
Merchant 4,Very Good (740-799),4,Payment Fees,Net Transaction Volume,-0.0015062673886379273
Merchant 4,Very Good (740-799),5,Payment Fees,Net Transaction Volume,-0.0014867363682783306
Merchant 4,Very Good (740-799),6,Payment Fees,Net Transaction Volume,-0.001485431958981749
Merchant 4,Very Good (740-799),7,Payment Fees,Net Transaction Volume,-0.001490401661348326
Merchant 4,Very Good (740-799),8,Payment Fees,Net Transaction Volume,-0.0015441329901926689
Merchant 5,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.0015045547690577944
Merchant 5,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.0015044408192858437
Merchant 5,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0015004331717387697
Merchant 5,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.0014925202694986868
Merchant 5,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.0014934475328300966
Merchant 5,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.001470246846707421
Merchant 5,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.001496910856134157
Merchant 5,Exceptional (800-850),7,Payment Fees,Net Transaction Volume,-0.0014979029358897543
Merchant 5,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.0015016913787107584
Merchant 5,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.0014974289750790755
Merchant 5,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.0015083065109767187
Merchant 5,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.0014867531632571057
Merchant 5,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.001509974887641055
Merchant 5,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0014782137605448495
Merchant 5,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0014704196285255675
Merchant 5,Fair (580-669),7,Payment Fees,Net Transaction Volume,-0.0014996926859250153
Merchant 5,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.001521977786965882
Merchant 5,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.0015021036612657775
Merchant 5,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.001491544692340486
Merchant 5,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.0015000213071208399
Merchant 5,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.0015040249712502053
Merchant 5,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0015069169960474308
Merchant 5,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.0015020182706607182
Merchant 5,Good (670-739),7,Payment Fees,Net Transaction Volume,-0.0015033860045146727
Merchant 5,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.0014790379284176616
Merchant 5,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.0015038035082230088
Merchant 5,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.0014965646470955652
Merchant 5,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0015032348090828365
Merchant 5,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.001483469380148347
Merchant 5,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.0014984794028200165
Merchant 5,Poor (300-579),6,Payment Fees,Net Transaction Volume,-0.0014738627929169758
Merchant 5,Poor (300-579),7,Payment Fees,Net Transaction Volume,-0.001454705752700022
Merchant 5,Very Good (740-799),0,Payment Fees,Net Transaction Volume,-0.001507718581522285
Merchant 5,Very Good (740-799),1,Payment Fees,Net Transaction Volume,-0.0015179486112772297
Merchant 5,Very Good (740-799),2,Payment Fees,Net Transaction Volume,-0.0015004042037186742
Merchant 5,Very Good (740-799),3,Payment Fees,Net Transaction Volume,-0.0014910114013707816
Merchant 5,Very Good (740-799),4,Payment Fees,Net Transaction Volume,-0.0015014642615256938
Merchant 5,Very Good (740-799),5,Payment Fees,Net Transaction Volume,-0.0015097789351210594
Merchant 5,Very Good (740-799),6,Payment Fees,Net Transaction Volume,-0.0014770537963740553
Merchant 5,Very Good (740-799),7,Payment Fees,Net Transaction Volume,-0.0015158570024315795
Merchant 6,Exceptional (800-850),0,Payment Fees,Net Transaction Volume,-0.00149719348928291
Merchant 6,Exceptional (800-850),1,Payment Fees,Net Transaction Volume,-0.0014998804977396274
Merchant 6,Exceptional (800-850),2,Payment Fees,Net Transaction Volume,-0.0014834919900461017
Merchant 6,Exceptional (800-850),3,Payment Fees,Net Transaction Volume,-0.0015039414565901693
Merchant 6,Exceptional (800-850),4,Payment Fees,Net Transaction Volume,-0.0015063026605556151
Merchant 6,Exceptional (800-850),5,Payment Fees,Net Transaction Volume,-0.001521295311926692
Merchant 6,Exceptional (800-850),6,Payment Fees,Net Transaction Volume,-0.0015328739314763925
Merchant 6,Fair (580-669),0,Payment Fees,Net Transaction Volume,-0.0014823229978535265
Merchant 6,Fair (580-669),1,Payment Fees,Net Transaction Volume,-0.001501268575570859
Merchant 6,Fair (580-669),2,Payment Fees,Net Transaction Volume,-0.001494000536264915
Merchant 6,Fair (580-669),3,Payment Fees,Net Transaction Volume,-0.001491306439419971
Merchant 6,Fair (580-669),4,Payment Fees,Net Transaction Volume,-0.0015027110766847405
Merchant 6,Fair (580-669),5,Payment Fees,Net Transaction Volume,-0.0014570917759237187
Merchant 6,Fair (580-669),6,Payment Fees,Net Transaction Volume,-0.0015268546793605173
Merchant 6,Good (670-739),0,Payment Fees,Net Transaction Volume,-0.0015102899459206766
Merchant 6,Good (670-739),1,Payment Fees,Net Transaction Volume,-0.0015062295976740036
Merchant 6,Good (670-739),2,Payment Fees,Net Transaction Volume,-0.001522101096415444
Merchant 6,Good (670-739),3,Payment Fees,Net Transaction Volume,-0.0015010259973178652
Merchant 6,Good (670-739),4,Payment Fees,Net Transaction Volume,-0.0015126444389288768
Merchant 6,Good (670-739),5,Payment Fees,Net Transaction Volume,-0.0014692255005976282
Merchant 6,Good (670-739),6,Payment Fees,Net Transaction Volume,-0.0015239776404824949
Merchant 6,Poor (300-579),0,Payment Fees,Net Transaction Volume,-0.00148895197633559
Merchant 6,Poor (300-579),1,Payment Fees,Net Transaction Volume,-0.0015004077194889916
Merchant 6,Poor (300-579),2,Payment Fees,Net Transaction Volume,-0.0014880767075524564
Merchant 6,Poor (300-579),3,Payment Fees,Net Transaction Volume,-0.0015092730761031763
Merchant 6,Poor (300-579),4,Payment Fees,Net Transaction Volume,-0.001508717031738936
Merchant 6,Poor (300-579),5,Payment Fees,Net Transaction Volume,-0.0014766292883312978
